time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,/,/,data,ora
1.049041748046875e-05,17.6,21.8,-93.91915137614679,317.06163194444446,0.0,0.0,24/09/2021,16:26:19
4.861860752105713,17.7,22.7,-51.096330275229356,318.6235119047619,0.0,0.0,24/09/2021,16:26:24
7.866274356842041,17.6,22.9,19.51146788990825,313.440910218254,0.0,0.0,24/09/2021,16:26:27
11.02892780303955,17.6,22.8,-4.8778669724770625,339.5669022817461,0.0,0.0,24/09/2021,16:26:30
14.36923098564148,17.6,23.7,12.100344036697242,331.68650793650795,0.0,0.0,24/09/2021,16:26:33
17.386465311050415,17.7,23.9,0.13474770642201833,275.1038566468254,0.0,0.0,24/09/2021,16:26:36
20.4422926902771,17.8,24.6,-6.926032110091743,358.52244543650795,0.0,0.0,24/09/2021,16:26:39
23.492396593093872,17.8,25.0,2.775802752293577,331.9704861111111,0.0,0.0,24/09/2021,16:26:43
26.80937433242798,17.8,25.4,-71.49713302752292,325.79396081349205,0.0,0.0,24/09/2021,16:26:46
29.85779571533203,17.8,26.2,-38.1875,290.367683531746,0.0,0.0,24/09/2021,16:26:49
32.839980602264404,17.8,27.2,-8.623853211009173,217.52728174603175,0.0,0.0,24/09/2021,16:26:52
35.86503028869629,17.7,26.4,-113.83486238532109,261.04693700396825,0.0,0.0,24/09/2021,16:26:55
38.90205693244934,17.6,26.2,-77.56077981651376,361.0072544642857,0.0,0.0,24/09/2021,16:26:58
41.89733386039734,17.8,25.9,-17.11295871559633,46.71440972222223,0.0,0.0,24/09/2021,16:27:01
44.81473970413208,17.9,27.2,-13.420871559633028,312.30499751984127,0.0,0.0,24/09/2021,16:27:04
47.838374376297,17.9,27.5,-38.699541284403665,333.035404265873,0.0,0.0,24/09/2021,16:27:07
50.815171241760254,17.9,27.1,-103.86353211009174,212.91263640873015,0.0,0.0,24/09/2021,16:27:10
53.84356212615967,17.8,27.6,-49.991399082568805,273.32899305555554,0.0,0.0,24/09/2021,16:27:13
56.76015543937683,17.8,27.7,-64.84059633027523,320.8953373015873,0.0,0.0,24/09/2021,16:27:16
59.79095697402954,17.8,27.7,-81.01032110091744,341.19977678571433,0.0,0.0,24/09/2021,16:27:19
62.81554913520813,18.0,27.8,-86.85837155963301,336.86910962301585,0.0,0.0,24/09/2021,16:27:22
